Particle	Position	Velocity	Acceleration	Density	Pressure	Energy	Total Energy	Total Momentum	Time
200	0.076266	0.678706	-0.015354	0.477387	0.417868	2.188310	1.475083	0.090426	0.108000
201	0.081631	0.678657	-0.014571	0.459017	0.450497	2.453601	1.475083	0.090426	0.108000
202	0.087205	0.678613	-0.012350	0.451239	0.433436	2.401368	1.475083	0.090426	0.108000
203	0.092747	0.678563	-0.009177	0.451369	0.431025	2.387325	1.475083	0.090426	0.108000
204	0.098301	0.678515	-0.009009	0.451708	0.429926	2.379448	1.475083	0.090426	0.108000
205	0.103837	0.678461	-0.002311	0.452641	0.429741	2.373526	1.475083	0.090426	0.108000
206	0.109366	0.678337	0.010794	0.453235	0.429674	2.370048	1.475083	0.090426	0.108000
207	0.114888	0.678174	0.011960	0.453702	0.429596	2.367179	1.475083	0.090426	0.108000
208	0.120406	0.677872	0.067421	0.453876	0.429338	2.364870	1.475083	0.090426	0.108000
209	0.125923	0.676926	0.179987	0.453665	0.428667	2.362299	1.475083	0.090426	0.108000
210	0.131446	0.675394	0.249524	0.452903	0.427345	2.359035	1.475083	0.090426	0.108000
211	0.136980	0.672248	0.763241	0.450820	0.424283	2.353122	1.475083	0.090426	0.108000
212	0.142552	0.663362	1.827136	0.445993	0.417572	2.341258	1.475083	0.090426	0.108000
213	0.148205	0.647554	2.950516	0.436737	0.404828	2.318523	1.475083	0.090426	0.108000
214	0.154008	0.614028	8.145064	0.417356	0.378247	2.268430	1.475083	0.090426	0.108000
215	0.160207	0.521361	20.255259	0.379868	0.328723	2.168170	1.475083	0.090426	0.108000
216	0.167298	0.348239	30.130019	0.329654	0.266393	2.025805	1.475083	0.090426	0.108000
217	0.175655	0.156465	24.950396	0.285988	0.216405	1.895674	1.475083	0.090426	0.108000
218	0.185066	0.038963	10.749108	0.261146	0.190300	1.823422	1.475083	0.090426	0.108000
219	0.194967	0.000760	2.238379	0.252024	0.181296	1.798822	1.475083	0.090426	0.108000
220	0.204985	-0.003481	-0.309057	0.250163	0.179527	1.794127	1.475083	0.090426	0.108000
221	0.214999	-0.000914	-0.285052	0.250240	0.179619	1.794440	1.475083	0.090426	0.108000
222	0.225001	0.000055	-0.044964	0.250414	0.179791	1.794930	1.475083	0.090426	0.108000
223	0.235001	0.000109	0.008507	0.250453	0.179829	1.795036	1.475083	0.090426	0.108000
224	0.245000	0.000047	0.008405	0.250449	0.179825	1.795024	1.475083	0.090426	0.108000
225	0.255000	0.000011	0.003075	0.250444	0.179819	1.795007	1.475083	0.090426	0.108000
226	0.265000	0.000000	0.000603	0.250442	0.179817	1.795001	1.475083	0.090426	0.108000
227	0.275000	-0.000001	-0.000056	0.250441	0.179817	1.795000	1.475083	0.090426	0.108000
228	0.285000	-0.000000	-0.000055	0.250441	0.179817	1.795000	1.475083	0.090426	0.108000
229	0.295000	0.000000	0.000041	0.250441	0.179817	1.794999	1.475083	0.090426	0.108000
230	0.305000	0.000001	0.000055	0.250441	0.179817	1.795000	1.475083	0.090426	0.108000
231	0.315000	0.000000	-0.000167	0.250441	0.179817	1.795000	1.475083	0.090426	0.108000
232	0.325000	-0.000002	-0.000604	0.250442	0.179817	1.795002	1.475083	0.090426	0.108000
233	0.335000	-0.000011	-0.001470	0.250444	0.179819	1.795008	1.475083	0.090426	0.108000
234	0.345000	-0.000028	-0.002801	0.250448	0.179823	1.795019	1.475083	0.090426	0.108000
235	0.354999	-0.000060	-0.004314	0.250455	0.179830	1.795038	1.475083	0.090426	0.108000
236	0.364999	-0.000105	-0.005395	0.250464	0.179840	1.795068	1.475083	0.090426	0.108000
237	0.374998	-0.000157	-0.005335	0.250476	0.179852	1.795102	1.475083	0.090426	0.108000
238	0.384996	-0.000204	-0.003693	0.250487	0.179863	1.795134	1.475083	0.090426	0.108000
239	0.394994	-0.000230	-0.000544	0.250493	0.179869	1.795152	1.475083	0.090426	0.108000
240	0.404992	-0.000216	0.005566	0.250489	0.179865	1.795140	1.475083	0.090426	0.108000
241	0.414990	-0.000123	0.013226	0.250469	0.179845	1.795084	1.475083	0.090426	0.108000
242	0.424989	0.000002	0.009109	0.250446	0.179822	1.795016	1.475083	0.090426	0.108000
243	0.434990	0.000027	-0.002654	0.250437	0.179813	1.794989	1.475083	0.090426	0.108000
244	0.444990	-0.000004	-0.001775	0.250440	0.179815	1.794996	1.475083	0.090426	0.108000
245	0.454990	-0.000003	0.000562	0.250441	0.179817	1.794999	1.475083	0.090426	0.108000
246	0.464990	-0.000003	0.000305	0.250437	0.179812	1.794988	1.475083	0.090426	0.108000
247	0.474990	0.000003	-0.000280	0.250431	0.179807	1.794972	1.475083	0.090426	0.108000
248	0.484990	-0.000001	0.001108	0.250400	0.179775	1.794878	1.475083	0.090426	0.108000
249	0.494993	0.000001	-0.000765	0.250330	0.179704	1.794675	1.475083	0.090426	0.108000
0	-0.498748	0.000000	-0.000028	1.001322	1.001144	2.499555	1.475090	0.092519	0.110500
1	-0.496248	0.000000	-0.000053	1.001602	1.001535	2.499834	1.475090	0.092519	0.110500
2	-0.493748	0.000000	-0.000035	1.001725	1.001709	2.499960	1.475090	0.092519	0.110500
3	-0.491247	0.000000	-0.000027	1.001748	1.001741	2.499982	1.475090	0.092519	0.110500
4	-0.488747	-0.000000	-0.000026	1.001761	1.001759	2.499996	1.475090	0.092519	0.110500
5	-0.486247	-0.000000	-0.000008	1.001762	1.001761	2.499997	1.475090	0.092519	0.110500
6	-0.483747	-0.000000	-0.000030	1.001763	1.001764	2.500003	1.475090	0.092519	0.110500
7	-0.481247	-0.000000	-0.000128	1.001763	1.001764	2.500004	1.475090	0.092519	0.110500
8	-0.478747	-0.000000	-0.000121	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
9	-0.476247	-0.000000	-0.000075	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
10	-0.473747	-0.000000	-0.000052	1.001765	1.001764	2.500000	1.475090	0.092519	0.110500
11	-0.471247	-0.000000	-0.000032	1.001765	1.001765	2.500000	1.475090	0.092519	0.110500
12	-0.468747	-0.000000	-0.000011	1.001765	1.001765	2.500000	1.475090	0.092519	0.110500
13	-0.466247	-0.000000	0.000012	1.001765	1.001765	2.500000	1.475090	0.092519	0.110500
14	-0.463747	-0.000000	0.000037	1.001765	1.001765	2.500000	1.475090	0.092519	0.110500
15	-0.461247	-0.000000	0.000064	1.001765	1.001764	2.500000	1.475090	0.092519	0.110500
16	-0.458747	-0.000000	0.000084	1.001765	1.001764	2.500000	1.475090	0.092519	0.110500
17	-0.456247	-0.000000	0.000128	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
18	-0.453747	-0.000000	0.000111	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
19	-0.451247	-0.000000	0.000040	1.001764	1.001763	2.499999	1.475090	0.092519	0.110500
20	-0.448747	-0.000000	0.000061	1.001763	1.001764	2.500003	1.475090	0.092519	0.110500
21	-0.446247	-0.000000	0.000101	1.001763	1.001764	2.500003	1.475090	0.092519	0.110500
22	-0.443747	-0.000000	-0.000001	1.001763	1.001763	2.499999	1.475090	0.092519	0.110500
23	-0.441247	-0.000000	-0.000102	1.001764	1.001763	2.499999	1.475090	0.092519	0.110500
24	-0.438747	0.000000	-0.000103	1.001764	1.001763	2.499999	1.475090	0.092519	0.110500
25	-0.436247	0.000000	-0.000030	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
26	-0.433747	0.000000	-0.000000	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
27	-0.431247	0.000000	0.000010	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
28	-0.428747	0.000000	0.000010	1.001764	1.001763	2.499999	1.475090	0.092519	0.110500
29	-0.426247	0.000000	0.000015	1.001764	1.001763	2.499999	1.475090	0.092519	0.110500
30	-0.423747	-0.000000	0.000019	1.001763	1.001764	2.500004	1.475090	0.092519	0.110500
31	-0.421247	-0.000000	0.000012	1.001763	1.001764	2.500003	1.475090	0.092519	0.110500
32	-0.418747	-0.000000	0.000001	1.001763	1.001763	2.499999	1.475090	0.092519	0.110500
33	-0.416247	-0.000001	0.000005	1.001764	1.001763	2.499999	1.475090	0.092519	0.110500
34	-0.413747	-0.000001	0.000038	1.001764	1.001763	2.499999	1.475090	0.092519	0.110500
35	-0.411247	-0.000001	0.000113	1.001764	1.001763	2.499999	1.475090	0.092519	0.110500
36	-0.408747	-0.000002	0.000215	1.001763	1.001762	2.499998	1.475090	0.092519	0.110500
37	-0.406247	-0.000002	0.000284	1.001763	1.001762	2.499998	1.475090	0.092519	0.110500
38	-0.403747	-0.000003	0.000397	1.001762	1.001760	2.499997	1.475090	0.092519	0.110500
39	-0.401247	-0.000005	0.000801	1.001761	1.001759	2.499995	1.475090	0.092519	0.110500
40	-0.398747	-0.000007	0.001090	1.001759	1.001756	2.499994	1.475090	0.092519	0.110500
41	-0.396247	-0.000009	0.000433	1.001757	1.001754	2.499992	1.475090	0.092519	0.110500
42	-0.393747	-0.000010	0.000966	1.001755	1.001751	2.499990	1.475090	0.092519	0.110500
43	-0.391247	-0.000015	0.005260	1.001749	1.001742	2.499983	1.475090	0.092519	0.110500
44	-0.388747	-0.000029	0.003920	1.001743	1.001735	2.499978	1.475090	0.092519	0.110500
45	-0.386247	-0.000019	-0.011129	1.001748	1.001743	2.499985	1.475090	0.092519	0.110500
46	-0.383747	0.000001	-0.005892	1.001758	1.001758	2.499999	1.475090	0.092519	0.110500
47	-0.381247	-0.000002	0.009968	1.001752	1.001747	2.499990	1.475090	0.092519	0.110500
48	-0.378747	-0.000048	0.027150	1.001732	1.001718	2.499966	1.475090	0.092519	0.110500
49	-0.376247	-0.000039	-0.041338	1.001750	1.001749	2.499992	1.475090	0.092519	0.110500
50	-0.373747	0.000081	-0.063791	1.001826	1.001859	2.500073	1.475090	0.092519	0.110500
51	-0.371247	0.000183	-0.030224	1.001899	1.001958	2.500143	1.475090	0.092519	0.110500
52	-0.368748	0.000210	-0.001632	1.001928	1.001996	2.500167	1.475090	0.092519	0.110500
53	-0.366248	0.000203	0.007228	1.001926	1.001990	2.500163	1.475090	0.092519	0.110500
54	-0.363749	0.000183	0.011123	1.001910	1.001969	2.500150	1.475090	0.092519	0.110500
55	-0.361249	0.000158	0.012740	1.001889	1.001940	2.500129	1.475090	0.092519	0.110500
56	-0.358749	0.000131	0.013115	1.001868	1.001908	2.500102	1.475090	0.092519	0.110500
57	-0.356249	0.000104	0.012630	1.001847	1.001878	2.500081	1.475090	0.092519	0.110500
58	-0.353750	0.000079	0.011477	1.001827	1.001851	2.500061	1.475090	0.092519	0.110500
59	-0.351250	0.000058	0.009847	1.001810	1.001827	2.500044	1.475090	0.092519	0.110500
60	-0.348750	0.000040	0.007968	1.001796	1.001808	2.500030	1.475090	0.092519	0.110500
61	-0.346250	0.000026	0.006068	1.001785	1.001793	2.500020	1.475090	0.092519	0.110500
62	-0.343750	0.000016	0.004330	1.001777	1.001782	2.500012	1.475090	0.092519	0.110500
63	-0.341250	0.000009	0.002887	1.001772	1.001774	2.500007	1.475090	0.092519	0.110500
64	-0.338750	0.000004	0.001809	1.001769	1.001770	2.500003	1.475090	0.092519	0.110500
65	-0.336250	0.000002	0.001086	1.001767	1.001767	2.500001	1.475090	0.092519	0.110500
66	-0.333750	0.000001	0.000628	1.001765	1.001765	2.500000	1.475090	0.092519	0.110500
67	-0.331250	0.000001	0.000310	1.001765	1.001764	2.500000	1.475090	0.092519	0.110500
68	-0.328750	0.000000	-0.000025	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
69	-0.326250	0.000000	-0.000035	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
70	-0.323750	0.000000	-0.000002	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
71	-0.321250	-0.000000	-0.000014	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
72	-0.318750	-0.000000	-0.000027	1.001764	1.001763	2.499999	1.475090	0.092519	0.110500
73	-0.316250	-0.000000	-0.000009	1.001763	1.001765	2.500004	1.475090	0.092519	0.110500
74	-0.313750	-0.000001	0.000010	1.001763	1.001765	2.500004	1.475090	0.092519	0.110500
75	-0.311250	-0.000001	-0.000082	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
76	-0.308750	-0.000001	-0.000123	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
77	-0.306250	-0.000000	-0.000045	1.001765	1.001764	2.500000	1.475090	0.092519	0.110500
78	-0.303750	-0.000000	0.000071	1.001765	1.001764	2.500000	1.475090	0.092519	0.110500
79	-0.301250	0.000000	0.000187	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
80	-0.298750	0.000000	0.000165	1.001763	1.001765	2.500004	1.475090	0.092519	0.110500
81	-0.296250	0.000000	-0.000067	1.001763	1.001765	2.500004	1.475090	0.092519	0.110500
82	-0.293750	0.000000	-0.000046	1.001764	1.001763	2.499999	1.475090	0.092519	0.110500
83	-0.291250	-0.000000	0.000046	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
84	-0.288750	-0.000000	0.000078	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
85	-0.286250	-0.000000	-0.000168	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
86	-0.283750	-0.000000	-0.000234	1.001765	1.001764	2.500000	1.475090	0.092519	0.110500
87	-0.281250	0.000000	-0.000143	1.001765	1.001765	2.500000	1.475090	0.092519	0.110500
88	-0.278750	0.000000	-0.000070	1.001765	1.001765	2.500000	1.475090	0.092519	0.110500
89	-0.276250	0.000000	-0.000013	1.001765	1.001765	2.500000	1.475090	0.092519	0.110500
90	-0.273750	0.000000	0.000042	1.001765	1.001765	2.500000	1.475090	0.092519	0.110500
91	-0.271250	0.000000	0.000121	1.001765	1.001765	2.500000	1.475090	0.092519	0.110500
92	-0.268750	0.000000	0.000215	1.001765	1.001765	2.500000	1.475090	0.092519	0.110500
93	-0.266250	0.000001	0.000141	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
94	-0.263750	0.000001	-0.000046	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
95	-0.261250	0.000000	-0.000012	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
96	-0.258750	0.000000	0.000010	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
97	-0.256250	-0.000000	-0.000005	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
98	-0.253750	-0.000000	-0.000019	1.001764	1.001763	2.499999	1.475090	0.092519	0.110500
99	-0.251250	-0.000000	-0.000020	1.001763	1.001765	2.500004	1.475090	0.092519	0.110500
100	-0.248750	-0.000001	-0.000024	1.001763	1.001765	2.500004	1.475090	0.092519	0.110500
101	-0.246250	-0.000001	-0.000039	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
102	-0.243750	-0.000001	-0.000047	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
103	-0.241250	-0.000001	-0.000011	1.001765	1.001764	2.500000	1.475090	0.092519	0.110500
104	-0.238750	-0.000000	0.000101	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
105	-0.236250	-0.000000	0.000164	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
106	-0.233750	0.000000	0.000077	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
107	-0.231250	0.000000	-0.000020	1.001764	1.001763	2.499999	1.475090	0.092519	0.110500
108	-0.228750	-0.000000	-0.000030	1.001763	1.001764	2.500004	1.475090	0.092519	0.110500
109	-0.226250	-0.000000	-0.000078	1.001763	1.001765	2.500004	1.475090	0.092519	0.110500
110	-0.223750	0.000000	-0.000194	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
111	-0.221250	0.000000	-0.000169	1.001765	1.001764	2.500000	1.475090	0.092519	0.110500
112	-0.218750	0.000000	-0.000086	1.001765	1.001765	2.500000	1.475090	0.092519	0.110500
113	-0.216250	0.000000	-0.000041	1.001765	1.001765	2.500000	1.475090	0.092519	0.110500
114	-0.213750	0.000000	0.000000	1.001765	1.001765	2.500000	1.475090	0.092519	0.110500
115	-0.211250	0.000000	0.000041	1.001765	1.001765	2.500000	1.475090	0.092519	0.110500
116	-0.208750	0.000000	0.000099	1.001765	1.001765	2.500000	1.475090	0.092519	0.110500
117	-0.206250	0.000000	0.000180	1.001765	1.001765	2.500000	1.475090	0.092519	0.110500
118	-0.203750	0.000001	0.000128	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
119	-0.201250	0.000001	-0.000047	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
120	-0.198750	0.000000	-0.000017	1.001764	1.001764	2.499999	1.475090	0.092519	0.110500
121	-0.196250	0.000000	-0.000032	1.001763	1.001765	2.500004	1.475090	0.092519	0.110500
122	-0.193750	0.000000	-0.000130	1.001763	1.001765	2.500004	1.475090	0.092519	0.110500
123	-0.191250	-0.000001	-0.000292	1.001764	1.001764	2.500000	1.475090	0.092519	0.110500
124	-0.188750	-0.000001	-0.000476	1.001765	1.001765	2.500000	1.475090	0.092519	0.110500
125	-0.186250	-0.000003	-0.000537	1.001766	1.001766	2.500001	1.475090	0.092519	0.110500
126	-0.183750	-0.000003	-0.000102	1.001766	1.001767	2.500001	1.475090	0.092519	0.110500
127	-0.181250	-0.000003	0.001643	1.001765	1.001766	2.500001	1.475090	0.092519	0.110500
128	-0.178750	0.000003	0.004690	1.001762	1.001761	2.499998	1.475090	0.092519	0.110500
129	-0.176250	0.000008	-0.003620	1.001764	1.001762	2.499998	1.475090	0.092519	0.110500
130	-0.173750	-0.000019	-0.028208	1.001788	1.001793	2.500018	1.475090	0.092519	0.110500
131	-0.171250	-0.000108	-0.075681	1.001863	1.001892	2.500085	1.475090	0.092519	0.110500
132	-0.168750	-0.000320	-0.163202	1.002037	1.002123	2.500245	1.475090	0.092519	0.110500
133	-0.166251	-0.000750	-0.307560	1.002381	1.002585	2.500567	1.475090	0.092519	0.110500
134	-0.163753	-0.001520	-0.521810	1.002991	1.003413	2.501152	1.475090	0.092519	0.110500
135	-0.161257	-0.002778	-0.810482	1.003983	1.004766	2.502104	1.475090	0.092519	0.110500
136	-0.158764	-0.004667	-1.163136	1.005471	1.006806	2.503541	1.475090	0.092519	0.110500
137	-0.156276	-0.007297	-1.550385	1.007548	1.009672	2.505571	1.475090	0.092519	0.110500
138	-0.153793	-0.010705	-1.925488	1.010252	1.013428	2.508238	1.475090	0.092519	0.110500
139	-0.151317	-0.014826	-2.232738	1.013549	1.018035	2.511513	1.475090	0.092519	0.110500
140	-0.148850	-0.019482	-2.419630	1.017312	1.023327	2.515278	1.475090	0.092519	0.110500
141	-0.146393	-0.024392	-2.443153	1.021320	1.029005	2.519319	1.475090	0.092519	0.110500
142	-0.143946	-0.029177	-2.250503	1.025237	1.034603	2.523312	1.475090	0.092519	0.110500
143	-0.141508	-0.033275	-1.698826	1.028480	1.039326	2.526712	1.475090	0.092519	0.110500
144	-0.139077	-0.035509	-0.391115	1.029746	1.041414	2.528332	1.475090	0.092519	0.110500
145	-0.136646	-0.032867	3.864859	1.025495	1.036108	2.524954	1.475090	0.092519	0.110500
146	-0.134196	-0.015571	12.894450	1.010510	1.016020	2.511244	1.475090	0.092519	0.110500
147	-0.131692	0.018043	18.017708	0.985463	0.981491	2.486599	1.475090	0.092519	0.110500
148	-0.129112	0.053399	14.525294	0.959638	0.945208	2.459476	1.475090	0.092519	0.110500
149	-0.126468	0.077081	7.757039	0.941044	0.918768	2.438964	1.475090	0.092519	0.110500
150	-0.123786	0.089778	4.229645	0.929409	0.902335	2.426011	1.475090	0.092519	0.110500
151	-0.121078	0.100575	5.173100	0.919425	0.888738	2.415382	1.475090	0.092519	0.110500
152	-0.118339	0.116200	7.786901	0.906961	0.872095	2.402339	1.475090	0.092519	0.110500
153	-0.115556	0.136871	9.285625	0.891625	0.851606	2.385957	1.475090	0.092519	0.110500
154	-0.112721	0.159294	9.194758	0.875181	0.829608	2.367950	1.475090	0.092519	0.110500
155	-0.109832	0.181134	8.585705	0.859019	0.808075	2.349953	1.475090	0.092519	0.110500
156	-0.106889	0.202390	8.266679	0.843325	0.787336	2.332304	1.475090	0.092519	0.110500
157	-0.103891	0.223825	8.259967	0.827743	0.766929	2.314629	1.475090	0.092519	0.110500
158	-0.100837	0.245855	8.326509	0.812030	0.746523	2.296624	1.475090	0.092519	0.110500
159	-0.097722	0.268523	8.351312	0.796154	0.726065	2.278218	1.475090	0.092519	0.110500
160	-0.094544	0.291708	8.312903	0.780172	0.705633	2.259464	1.475090	0.092519	0.110500
161	-0.091300	0.315319	8.262945	0.764133	0.685296	2.240405	1.475090	0.092519	0.110500
162	-0.087988	0.339452	8.236073	0.748023	0.665045	2.221021	1.475090	0.092519	0.110500
163	-0.084603	0.364125	8.198225	0.731834	0.644872	2.201293	1.475090	0.092519	0.110500
164	-0.081142	0.389331	8.160633	0.715570	0.624790	2.181215	1.475090	0.092519	0.110500
165	-0.077601	0.415168	8.144566	0.699209	0.604775	2.160742	1.475090	0.092519	0.110500
166	-0.073976	0.441685	8.120776	0.682736	0.584815	2.139841	1.475090	0.092519	0.110500
167	-0.070262	0.468886	8.091622	0.666164	0.564933	2.118511	1.475090	0.092519	0.110500
168	-0.066455	0.496796	8.070859	0.649506	0.545148	2.096751	1.475090	0.092519	0.110500
169	-0.062548	0.525447	8.008209	0.632835	0.525552	2.074639	1.475090	0.092519	0.110500
170	-0.058537	0.554440	7.775671	0.616426	0.506455	2.052518	1.475090	0.092519	0.110500
171	-0.054418	0.582788	7.191377	0.600869	0.488515	2.031185	1.475090	0.092519	0.110500
172	-0.050196	0.608570	6.002806	0.587155	0.472811	2.012028	1.475090	0.092519	0.110500
173	-0.045882	0.628797	4.042983	0.576569	0.460725	1.996922	1.475090	0.092519	0.110500
174	-0.041503	0.640715	1.759982	0.569989	0.453191	1.987308	1.475090	0.092519	0.110500
175	-0.037091	0.645223	0.562637	0.566562	0.449287	1.982289	1.475090	0.092519	0.110500
176	-0.032662	0.649402	1.686657	0.563267	0.445676	1.977729	1.475090	0.092519	0.110500
177	-0.028201	0.661244	3.871599	0.557325	0.439194	1.969482	1.475090	0.092519	0.110500
178	-0.023676	0.678563	3.794405	0.549879	0.430956	1.958729	1.475090	0.092519	0.110500
179	-0.019088	0.688732	0.445756	0.545408	0.425862	1.951850	1.475090	0.092519	0.110500
180	-0.014487	0.685302	-1.156483	0.545357	0.425694	1.951550	1.475090	0.092519	0.110500
181	-0.009902	0.682582	-0.194459	0.546482	0.426960	1.953284	1.475090	0.092519	0.110500
182	-0.005322	0.682609	0.138791	0.546749	0.427294	1.953794	1.475090	0.092519	0.110500
183	-0.000741	0.682947	-0.066913	0.546746	0.427300	1.953837	1.475090	0.092519	0.110500
184	0.003839	0.682239	-0.215820	0.546982	0.427562	1.954218	1.475090	0.092519	0.110500
185	0.008416	0.681421	-0.157457	0.547345	0.427978	1.954820	1.475090	0.092519	0.110500
186	0.012990	0.680872	-0.094739	0.547639	0.428321	1.955329	1.475090	0.092519	0.110500
187	0.017562	0.680493	-0.076219	0.547851	0.428577	1.955737	1.475090	0.092519	0.110500
188	0.022133	0.680172	-0.070253	0.548017	0.428777	1.956052	1.475090	0.092519	0.110500
189	0.026702	0.679887	-0.059561	0.548157	0.428956	1.956369	1.475090	0.092519	0.110500
190	0.031270	0.679656	-0.047214	0.548260	0.429101	1.956660	1.475090	0.092519	0.110500
191	0.035838	0.679474	-0.038536	0.548354	0.429228	1.956899	1.475090	0.092519	0.110500
192	0.040404	0.679326	-0.033346	0.548380	0.429284	1.957062	1.475090	0.092519	0.110500
193	0.044972	0.679201	-0.030204	0.548466	0.429451	1.957515	1.475090	0.092519	0.110500
194	0.049536	0.679093	-0.027231	0.548279	0.429060	1.956399	1.475090	0.092519	0.110500
195	0.054108	0.679001	-0.024136	0.548196	0.429601	1.959163	1.475090	0.092519	0.110500
196	0.058671	0.678921	-0.021293	0.546524	0.425810	1.947813	1.475090	0.092519	0.110500
197	0.063271	0.678850	-0.018722	0.542312	0.422988	1.949933	1.475090	0.092519	0.110500
198	0.067891	0.678785	-0.016666	0.524647	0.410008	1.953734	1.475090	0.092519	0.110500
199	0.072821	0.678724	-0.015196	0.498565	0.448208	2.247492	1.475090	0.092519	0.110500
200	0.077962	0.678669	-0.014112	0.477399	0.417883	2.188332	1.475090	0.092519	0.110500
201	0.083328	0.678622	-0.013503	0.459026	0.450510	2.453622	1.475090	0.092519	0.110500
202	0.088902	0.678582	-0.012413	0.451248	0.433448	2.401388	1.475090	0.092519	0.110500
203	0.094443	0.678540	-0.009290	0.451378	0.431038	2.387346	1.475090	0.092519	0.110500
204	0.099998	0.678493	-0.008165	0.451718	0.429940	2.379470	1.475090	0.092519	0.110500
205	0.105533	0.678451	-0.005635	0.452657	0.429763	2.373561	1.475090	0.092519	0.110500
206	0.111062	0.678361	0.007781	0.453262	0.429711	2.370108	1.475090	0.092519	0.110500
207	0.116583	0.678203	0.012197	0.453748	0.429658	2.367279	1.475090	0.092519	0.110500
208	0.122101	0.677998	0.035784	0.453988	0.429490	2.365117	1.475090	0.092519	0.110500
209	0.127616	0.677334	0.144037	0.453901	0.428985	2.362813	1.475090	0.092519	0.110500
210	0.133135	0.675972	0.218595	0.453349	0.427951	2.360023	1.475090	0.092519	0.110500
211	0.138663	0.673781	0.482258	0.451889	0.425735	2.355512	1.475090	0.092519	0.110500
212	0.144215	0.667448	1.433906	0.448221	0.420585	2.346303	1.475090	0.092519	0.110500
213	0.149832	0.654197	2.419433	0.440938	0.410570	2.328696	1.475090	0.092519	0.110500
214	0.155566	0.630634	5.331296	0.426392	0.390544	2.291826	1.475090	0.092519	0.110500
215	0.161569	0.565653	15.206989	0.396177	0.349924	2.212146	1.475090	0.092519	0.110500
216	0.168261	0.420823	27.604677	0.348908	0.289734	2.081533	1.475090	0.092519	0.110500
217	0.176129	0.224082	28.827207	0.300572	0.232590	1.939325	1.475090	0.092519	0.110500
218	0.185202	0.072183	15.951154	0.268283	0.197586	1.843633	1.475090	0.092519	0.110500
219	0.194978	0.008992	4.512162	0.254206	0.183414	1.804546	1.475090	0.092519	0.110500
220	0.204976	-0.003677	0.222250	0.250453	0.179796	1.794821	1.475090	0.092519	0.110500
221	0.214996	-0.001771	-0.398529	0.250152	0.179529	1.794177	1.475090	0.092519	0.110500
222	0.225001	-0.000135	-0.112044	0.250367	0.179745	1.794800	1.475090	0.092519	0.110500
223	0.235001	0.000123	0.001281	0.250448	0.179824	1.795022	1.475090	0.092519	0.110500
224	0.245000	0.000070	0.010375	0.250452	0.179828	1.795032	1.475090	0.092519	0.110500
225	0.255000	0.000021	0.004864	0.250446	0.179821	1.795012	1.475090	0.092519	0.110500
226	0.265000	0.000003	0.001255	0.250442	0.179818	1.795002	1.475090	0.092519	0.110500
227	0.275000	-0.000001	0.000091	0.250441	0.179817	1.795001	1.475090	0.092519	0.110500
228	0.285000	-0.000000	-0.000072	0.250441	0.179817	1.795000	1.475090	0.092519	0.110500
229	0.295000	0.000000	0.000035	0.250441	0.179817	1.794999	1.475090	0.092519	0.110500
230	0.305000	0.000001	0.000006	0.250441	0.179817	1.795000	1.475090	0.092519	0.110500
231	0.315000	-0.000000	-0.000268	0.250441	0.179817	1.795001	1.475090	0.092519	0.110500
232	0.325000	-0.000004	-0.000810	0.250442	0.179818	1.795003	1.475090	0.092519	0.110500
233	0.335000	-0.000015	-0.001798	0.250445	0.179820	1.795010	1.475090	0.092519	0.110500
234	0.345000	-0.000036	-0.003199	0.250449	0.179825	1.795024	1.475090	0.092519	0.110500
235	0.354999	-0.000071	-0.004629	0.250457	0.179833	1.795046	1.475090	0.092519	0.110500
236	0.364998	-0.000118	-0.005441	0.250468	0.179843	1.795077	1.475090	0.092519	0.110500
